Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Work_Life_Balance
22,Male,3.86,538,2.71,Law,4,0,10,8,4,56300.0,2,3,9
29,Female,2.86,433,3.46,Arts,0,2,5,3,4,58900.0,3,2,2
28,Male,3.74,751,3.22,Engineering,3,2,9,3,0,60900.0,6,1,3
24,Male,2.9,874,2.16,Engineering,4,1,6,9,4,70400.0,1,1,9
21,Male,3.96,145,3.28,Engineering,3,1,5,6,2,41400.0,2,1,7
20,Male,3.92,68,2.95,Engineering,4,4,6,4,0,25000.0,4,2,1
18,Female,2.66,700,3.87,Engineering,1,0,6,8,2,43900.0,1,1,4
29,Male,3.77,878,2.58,Law,4,4,9,4,3,44000.0,6,4,4
25,Male,3.7,131,3.45,Mathematics,2,5,9,4,0,62300.0,4,2,10
20,Female,2.42,733,3.46,Law,0,2,5,7,3,25000.0,2,5,5
19,Female,3.25,281,2.44,Mathematics,1,2,4,7,5,54000.0,10,4,7
28,Male,2.15,789,3.81,Law,0,4,1,8,1,70200.0,4,5,5
21,Male,3.67,652,2.98,Arts,1,2,6,10,1,50200.0,8,1,10
20,Male,2.35,566,3.36,Engineering,3,1,7,7,2,58500.0,6,2,6
18,Female,2.14,513,2.29,Business,4,2,7,8,3,39400.0,1,4,9
20,Female,2.8,640,2.52,Law,3,1,1,8,3,60800.0,5,2,2
29,Female,3.15,1,3.17,Business,0,3,6,7,0,48700.0,6,2,6
19,Female,3.71,685,2.64,Computer Science,0,0,8,1,1,41500.0,4,2,6
25,Female,3.95,942,3.0,Medicine,1,0,3,4,2,50900.0,4,5,1
23,Female,2.88,432,2.75,Law,0,2,1,3,2,62600.0,3,2,6
26,Female,2.12,391,3.28,Business,4,0,7,9,0,48400.0,10,1,7
25,Male,3.5,266,2.97,Computer Science,0,5,4,10,0,47500.0,10,4,7
27,Other,3.13,399,2.01,Arts,3,3,5,8,5,49300.0,6,3,3
20,Male,2.9,808,3.3,Medicine,4,2,2,9,2,54100.0,9,2,8
22,Male,2.62,256,2.84,Mathematics,0,1,7,5,0,53100.0,7,4,7
24,Female,3.0,395,2.68,Engineering,2,3,1,5,5,52900.0,9,5,4
22,Male,2.68,952,2.19,Law,2,5,4,10,3,31700.0,6,5,4
25,Female,3.51,174,2.44,Law,3,3,8,5,2,47800.0,2,2,10
29,Female,3.09,45,2.45,Engineering,1,0,7,2,4,68900.0,6,2,7
22,Male,3.75,855,3.87,Mathematics,1,5,7,7,1,58700.0,7,1,2
18,Female,3.09,141,2.87,Arts,0,1,7,8,1,68100.0,2,3,5
22,Male,2.48,539,2.08,Medicine,4,4,5,5,4,56200.0,1,2,6
21,Male,3.7,745,2.28,Law,1,3,10,8,4,53300.0,6,2,4
23,Female,3.11,721,2.16,Business,2,0,3,6,3,71600.0,8,1,1
20,Female,2.41,50,3.18,Mathematics,1,3,10,4,2,43400.0,6,5,1
28,Female,3.25,61,2.37,Medicine,2,1,7,7,0,42500.0,8,3,3
22,Male,2.72,243,3.0,Computer Science,1,1,8,8,1,76000.0,6,5,9
19,Female,3.69,269,2.74,Mathematics,3,2,7,9,4,63600.0,6,2,2
28,Male,2.91,140,3.61,Law,4,4,6,5,2,45800.0,8,3,5
23,Female,3.45,157,2.64,Arts,0,4,9,9,0,40500.0,3,2,7
29,Male,2.19,597,2.92,Mathematics,2,0,6,8,1,34500.0,3,1,2
23,Female,2.79,596,3.44,Business,1,4,5,1,2,45200.0,6,1,1
22,Male,3.97,276,2.87,Medicine,0,1,6,8,1,63800.0,4,5,7
23,Male,3.62,31,3.59,Mathematics,2,4,10,8,3,25000.0,7,4,5
28,Female,2.32,8,3.32,Medicine,2,0,4,7,1,66400.0,7,5,7
24,Female,2.56,792,2.82,Business,3,3,6,1,3,60600.0,9,3,1
29,Female,2.66,715,3.01,Computer Science,1,4,4,6,3,34500.0,2,1,6
22,Female,3.3,935,3.93,Computer Science,0,4,5,2,3,50900.0,2,5,6
18,Female,3.51,33,3.32,Mathematics,1,1,6,6,0,42400.0,6,1,7
25,Female,3.5,810,3.81,Medicine,1,1,1,2,5,36400.0,9,4,8
21,Male,3.02,655,2.36,Engineering,4,3,6,2,0,54400.0,7,5,9
26,Female,3.62,452,2.97,Business,2,5,6,7,3,58100.0,6,1,10
27,Male,2.87,449,3.82,Law,2,5,1,10,2,61500.0,5,2,5
29,Female,2.25,928,2.65,Mathematics,4,2,7,1,5,25000.0,8,4,4
23,Female,3.13,907,3.94,Computer Science,4,4,10,5,5,43400.0,2,2,5
18,Female,3.9,862,2.19,Law,1,1,5,1,3,59300.0,3,3,10
20,Female,3.59,37,3.81,Computer Science,2,2,8,9,2,64600.0,6,4,5
20,Female,3.16,659,2.89,Computer Science,0,4,5,5,1,53800.0,1,1,9
27,Female,3.29,947,2.15,Arts,3,4,10,5,0,66200.0,8,2,7
29,Male,3.86,740,3.76,Mathematics,4,2,5,4,2,52900.0,9,3,2
29,Female,2.86,34,2.5,Law,0,1,2,3,5,57900.0,2,2,2
21,Male,2.66,455,2.04,Engineering,0,3,4,8,2,37500.0,9,4,1
23,Female,3.95,444,2.27,Computer Science,1,5,4,7,2,60900.0,5,2,2
24,Male,3.73,237,3.32,Engineering,4,4,10,9,4,30400.0,8,2,2
27,Male,2.65,212,3.96,Medicine,0,0,10,6,0,34600.0,1,5,5
21,Male,2.93,821,2.22,Medicine,3,0,8,1,4,38500.0,1,1,9
23,Male,2.83,140,2.92,Arts,0,0,3,5,1,75200.0,4,2,7
28,Female,2.3,702,2.36,Engineering,3,3,1,5,2,44600.0,1,5,5
18,Male,3.92,608,3.49,Business,3,5,7,7,0,56700.0,1,1,10
25,Female,2.81,706,2.24,Arts,3,4,9,10,5,58400.0,5,4,4
24,Male,3.75,982,2.48,Computer Science,4,1,6,1,0,58000.0,2,4,6
28,Female,2.38,361,2.39,Medicine,3,1,2,1,0,34800.0,4,5,4
28,Female,3.1,304,3.11,Mathematics,4,5,2,6,2,55500.0,8,5,10
26,Female,2.05,296,3.75,Medicine,0,3,1,6,5,35500.0,6,4,7
20,Female,3.53,152,3.02,Business,3,5,6,9,3,25300.0,2,3,3
19,Male,3.16,946,2.12,Arts,2,4,8,3,3,75500.0,3,1,8
18,Female,3.25,223,3.13,Engineering,0,2,1,5,3,46300.0,2,1,8
20,Male,2.1,196,3.6,Mathematics,2,2,1,5,4,47000.0,4,5,3
22,Female,2.42,600,2.26,Medicine,2,4,1,1,2,66000.0,5,1,7
28,Female,2.15,299,2.15,Computer Science,1,4,10,6,1,62600.0,9,3,1
19,Male,2.58,529,2.38,Business,4,1,5,4,4,41400.0,7,1,5
29,Female,3.25,488,3.49,Business,1,3,7,6,0,55400.0,8,5,9
20,Female,3.13,211,3.18,Law,4,3,4,8,3,58800.0,7,2,2
21,Male,3.22,232,3.08,Business,1,5,1,8,0,31500.0,10,2,3
24,Male,3.1,870,2.5,Computer Science,0,1,1,3,4,40000.0,8,5,4
20,Male,2.55,695,2.66,Business,2,0,10,9,5,46400.0,5,2,2
26,Female,2.49,674,3.93,Engineering,0,2,3,4,3,51700.0,3,1,10
25,Female,2.27,367,2.48,Law,4,4,5,1,2,71000.0,7,5,6
21,Male,3.7,481,3.8,Engineering,2,5,5,9,3,41200.0,1,5,5
18,Male,3.23,582,3.16,Mathematics,2,2,9,5,3,73500.0,3,5,5
18,Female,2.37,572,2.25,Arts,4,2,9,8,5,58600.0,7,2,8
18,Female,2.35,179,2.93,Arts,0,5,9,7,3,27300.0,4,4,6
18,Male,3.75,484,3.9,Mathematics,2,3,8,5,4,56300.0,7,2,1
25,Male,3.49,589,2.84,Mathematics,0,1,9,8,3,73300.0,10,5,1
20,Female,3.32,495,3.73,Engineering,0,0,8,1,5,48600.0,10,1,10
23,Male,2.81,969,2.51,Computer Science,0,0,8,4,4,40500.0,6,4,10
20,Male,2.52,547,3.14,Law,2,5,8,5,0,43000.0,4,5,5
28,Female,3.96,930,3.69,Arts,3,5,8,4,2,58900.0,7,2,3
22,Female,3.59,16,3.84,Business,1,1,5,6,3,30800.0,8,3,8
24,Male,2.6,466,2.97,Mathematics,4,2,10,9,4,78000.0,8,5,2
19,Male,3.7,402,3.28,Engineering,0,1,3,1,3,68200.0,7,1,5
23,Male,3.52,294,2.01,Medicine,2,1,4,10,3,62000.0,2,3,6
23,Male,2.59,171,2.51,Computer Science,4,4,9,2,5,34300.0,8,3,3
28,Female,2.85,32,2.56,Computer Science,3,4,7,1,3,73700.0,5,2,8
20,Male,2.37,263,2.19,Engineering,3,2,9,7,1,70800.0,9,2,8
23,Female,2.22,215,2.56,Medicine,2,3,7,2,2,73700.0,6,4,6
27,Female,3.45,983,2.64,Computer Science,0,0,8,9,2,56800.0,4,5,9
27,Male,2.54,558,3.94,Law,3,4,3,8,4,52500.0,9,4,3
22,Male,3.64,189,3.34,Arts,3,2,8,10,0,56400.0,1,4,3
29,Female,3.99,786,2.85,Law,3,5,4,1,0,59600.0,4,3,8
19,Female,2.15,583,3.98,Medicine,2,1,6,3,0,71700.0,5,2,10
26,Female,2.95,808,2.31,Law,4,4,1,6,3,32000.0,4,3,4
25,Male,3.6,600,2.95,Business,1,1,2,3,5,55900.0,9,5,10
20,Female,3.58,846,3.29,Mathematics,2,1,7,9,4,60100.0,1,4,1
25,Female,3.52,946,2.11,Mathematics,0,4,6,10,3,68100.0,3,4,8
26,Female,2.7,261,3.43,Arts,2,2,10,10,5,48000.0,9,5,8
20,Male,2.91,182,2.2,Medicine,2,5,5,2,1,53800.0,7,4,5
20,Female,3.19,505,2.28,Engineering,1,0,7,6,4,50800.0,5,2,2
19,Female,3.95,342,2.32,Computer Science,1,2,2,2,4,57000.0,6,2,7
25,Male,2.66,954,3.86,Arts,1,3,10,3,5,44100.0,4,4,4
27,Female,3.85,22,3.37,Engineering,4,3,4,10,4,62300.0,5,5,8
18,Male,2.54,74,3.31,Medicine,2,0,5,9,5,58500.0,8,3,10
25,Male,3.98,602,3.11,Business,0,5,8,9,1,30800.0,5,4,6
24,Male,3.34,847,2.59,Computer Science,1,3,6,2,4,35000.0,10,1,7
24,Female,2.93,166,3.24,Computer Science,1,1,6,8,5,49800.0,2,2,10
20,Male,3.23,234,2.82,Arts,2,3,5,3,5,98900.0,8,1,2
18,Male,2.55,375,2.29,Engineering,0,4,10,2,1,48300.0,3,1,5
21,Female,2.55,433,3.38,Mathematics,1,1,5,10,0,37200.0,5,1,4
26,Male,2.23,641,2.26,Medicine,2,2,1,8,5,41900.0,6,4,3
22,Female,2.23,334,2.38,Medicine,3,5,4,3,5,60100.0,1,4,7
18,Female,2.7,804,3.64,Engineering,4,0,9,8,4,76500.0,3,1,1
22,Female,3.53,607,3.32,Computer Science,2,4,2,6,3,42800.0,1,4,6
25,Female,3.22,540,3.26,Engineering,1,4,6,1,2,55300.0,7,1,3
25,Female,2.21,866,2.84,Law,0,0,2,2,1,44300.0,2,1,7
22,Male,3.7,35,2.79,Mathematics,3,3,9,2,0,61900.0,10,3,9
29,Female,3.2,444,3.38,Medicine,0,0,5,7,0,44300.0,7,3,3
26,Male,3.92,231,3.48,Engineering,0,0,9,6,2,64000.0,3,3,1
18,Female,3.34,318,3.02,Computer Science,0,3,10,2,4,25000.0,3,5,3
21,Male,2.35,343,3.94,Arts,2,2,5,1,3,61700.0,1,2,9
20,Female,2.95,430,3.91,Law,2,5,9,5,2,48200.0,7,4,10
19,Female,3.3,876,2.82,Computer Science,4,0,2,2,4,59700.0,8,3,4
25,Female,2.06,979,3.64,Business,3,3,7,10,5,50200.0,4,2,3
24,Male,2.03,637,3.09,Business,0,4,8,10,4,32500.0,9,2,7
26,Male,2.26,466,3.02,Engineering,1,0,3,6,1,53200.0,4,4,7
19,Female,2.5,79,2.11,Mathematics,0,5,1,2,3,62300.0,10,5,4
21,Female,2.86,893,3.15,Mathematics,3,0,2,9,3,54000.0,5,1,9
23,Male,2.97,573,3.8,Computer Science,0,2,10,5,1,28400.0,6,3,9
28,Other,2.28,449,3.56,Computer Science,2,2,5,7,4,53300.0,9,5,2
20,Female,3.35,729,3.57,Medicine,2,4,9,4,4,57800.0,9,4,7
25,Male,3.19,282,2.32,Arts,3,2,5,2,3,43900.0,8,5,8
20,Female,2.59,675,2.72,Law,4,5,1,3,3,25000.0,10,2,8
29,Female,2.03,57,2.47,Computer Science,0,4,1,5,3,42700.0,2,5,10
19,Male,2.16,975,2.63,Law,3,0,2,1,3,31100.0,10,3,1
20,Male,2.78,191,3.16,Engineering,1,3,1,4,4,48500.0,10,5,2
28,Female,2.31,644,2.73,Medicine,1,2,8,4,3,31200.0,1,5,8
23,Female,2.75,463,3.12,Mathematics,4,4,2,2,5,30600.0,2,2,7
19,Male,3.26,42,2.88,Law,2,2,8,9,4,61600.0,6,5,7
25,Female,3.09,486,2.57,Law,3,2,5,6,1,52400.0,7,2,1
18,Female,2.46,173,2.19,Law,0,1,1,9,5,57400.0,6,3,2
24,Female,2.69,679,3.78,Law,3,0,4,6,0,41400.0,1,3,2
19,Male,3.23,250,2.02,Law,4,2,2,2,1,42800.0,1,1,3
27,Female,3.72,510,2.0,Mathematics,3,3,6,1,1,40400.0,1,1,3
29,Male,3.51,502,3.65,Medicine,4,5,5,4,2,42400.0,1,2,3
23,Male,3.11,193,3.99,Engineering,4,1,9,1,1,43100.0,10,1,4
29,Male,2.72,790,3.45,Law,4,4,3,8,2,35100.0,10,1,4
19,Female,2.73,907,2.03,Law,3,4,5,1,2,39300.0,1,4,9
19,Female,3.76,750,2.45,Engineering,1,3,10,5,2,52900.0,2,1,3
27,Male,2.08,742,3.94,Computer Science,0,3,7,9,5,35000.0,2,5,3
25,Female,3.98,165,3.62,Computer Science,4,5,9,1,1,54900.0,4,3,9
29,Male,3.33,755,3.13,Mathematics,2,0,3,4,0,26500.0,3,1,4
19,Male,3.36,90,2.47,Medicine,4,3,4,8,5,54600.0,4,2,6
24,Other,2.08,691,2.03,Medicine,3,4,1,8,2,48900.0,5,4,10
20,Female,3.21,987,2.04,Arts,4,0,2,1,3,54800.0,4,4,5
25,Male,2.97,58,3.22,Medicine,2,3,3,8,3,54800.0,3,3,10
24,Female,2.21,973,2.04,Mathematics,1,3,10,3,4,34700.0,3,3,3
25,Male,2.56,263,3.99,Engineering,3,4,7,7,3,50800.0,4,2,8
24,Male,3.78,648,2.37,Law,3,0,7,10,3,33100.0,6,2,5
28,Female,3.1,750,3.42,Engineering,3,1,1,1,2,43800.0,7,2,8
23,Female,2.83,819,2.31,Mathematics,2,1,9,5,5,64100.0,4,4,6
24,Male,2.15,243,3.08,Arts,3,5,3,4,1,35300.0,8,4,9
22,Female,3.43,663,2.16,Business,1,0,3,4,5,49200.0,6,2,2
24,Female,3.41,858,3.53,Mathematics,0,3,2,5,5,37900.0,5,1,7
18,Male,3.23,876,3.17,Mathematics,0,3,3,3,3,54600.0,8,1,10
18,Female,3.02,759,2.17,Business,4,0,6,7,1,63800.0,6,2,4
26,Female,2.87,219,3.7,Engineering,0,1,10,2,0,43000.0,1,2,10
22,Female,3.19,9,3.09,Business,2,5,4,1,5,53200.0,1,4,7
22,Female,2.47,430,3.84,Mathematics,0,2,2,6,5,46700.0,10,1,9
20,Female,3.88,806,3.83,Mathematics,2,4,8,1,3,35400.0,10,3,10
22,Male,3.18,879,3.84,Business,2,0,1,7,0,55300.0,6,3,1
20,Female,2.62,13,2.16,Mathematics,4,5,10,8,0,57300.0,8,5,5
26,Female,2.9,775,2.24,Arts,0,2,8,2,4,35200.0,9,3,6
26,Male,3.61,907,3.98,Mathematics,4,4,2,4,1,63000.0,4,1,4
23,Female,2.32,970,2.98,Mathematics,3,2,9,7,1,69100.0,7,4,10
18,Female,2.59,225,2.48,Law,1,2,4,6,4,36600.0,9,1,6
24,Female,3.36,743,3.54,Medicine,0,4,4,2,2,70700.0,8,1,1
24,Male,2.63,690,2.53,Medicine,3,2,7,4,4,50100.0,8,3,8
27,Male,3.59,759,3.45,Business,3,1,3,3,5,49000.0,1,2,6
27,Female,2.26,67,3.67,Computer Science,4,5,10,9,4,74900.0,10,5,10
21,Male,3.53,809,3.57,Arts,4,0,3,6,4,62600.0,6,3,4
25,Female,2.14,669,2.55,Law,1,5,4,2,0,40600.0,9,3,5
23,Male,2.03,677,2.8,Law,1,1,10,2,1,42400.0,8,3,8
21,Male,3.8,503,2.83,Business,1,1,3,3,2,54900.0,2,5,2
21,Male,3.16,184,2.98,Computer Science,1,4,10,5,3,54700.0,5,4,4
19,Male,2.7,208,2.33,Computer Science,4,4,8,6,3,49400.0,4,3,7
19,Female,2.47,528,2.9,Law,2,4,9,5,3,39400.0,8,4,2
29,Male,3.23,300,3.02,Arts,4,2,5,1,2,41800.0,9,4,6
21,Male,3.02,818,3.06,Medicine,2,2,3,1,3,49600.0,3,1,9
22,Male,3.98,241,3.64,Law,4,0,7,7,2,26200.0,9,2,2
25,Female,3.97,455,3.03,Mathematics,4,2,3,10,3,57500.0,1,5,4
23,Male,3.27,975,2.46,Law,1,0,6,7,3,53900.0,7,2,10
21,Female,2.89,742,3.33,Mathematics,2,1,4,10,2,36000.0,8,4,10
28,Female,2.98,902,3.59,Engineering,3,0,7,6,1,57300.0,6,4,5
24,Female,3.36,530,2.64,Computer Science,3,0,6,9,5,25000.0,4,5,10
25,Female,2.2,659,3.29,Engineering,3,4,7,2,5,55500.0,4,2,8
19,Female,2.66,244,2.29,Engineering,1,2,4,1,2,63500.0,7,1,5
29,Female,2.15,563,2.68,Arts,3,3,6,6,2,55900.0,10,2,5
24,Male,2.15,962,3.82,Law,4,3,10,6,4,59000.0,6,3,10
19,Male,2.39,771,3.82,Medicine,1,4,7,9,0,60000.0,4,2,9
19,Male,2.97,238,3.15,Mathematics,3,5,10,10,0,55900.0,5,4,10
25,Female,3.57,246,3.4,Mathematics,1,5,8,1,1,49200.0,10,5,6
19,Other,2.97,345,3.71,Arts,4,5,10,1,1,45200.0,4,3,5
28,Female,2.67,484,3.92,Computer Science,1,1,9,10,1,67200.0,1,4,3
26,Male,2.16,310,2.98,Medicine,3,1,3,6,0,59100.0,4,2,1
29,Female,3.1,561,3.12,Law,1,1,5,5,1,67800.0,6,5,6
18,Male,2.54,284,2.83,Business,0,0,10,6,5,64900.0,2,3,10
26,Male,3.23,38,2.14,Medicine,3,2,3,6,1,32400.0,7,2,9
18,Male,3.95,796,2.85,Mathematics,4,1,5,4,2,40000.0,9,3,4
27,Male,2.22,32,3.58,Arts,2,3,2,10,5,25000.0,10,1,8
27,Female,2.42,243,3.61,Arts,1,0,3,8,5,26600.0,2,1,2
19,Male,2.95,553,3.78,Engineering,1,1,7,5,2,25000.0,7,5,2
23,Male,3.94,292,2.1,Law,3,1,8,6,0,25000.0,2,1,4
23,Female,3.54,615,3.05,Business,3,5,5,2,2,46400.0,9,4,2
18,Female,3.8,292,2.21,Law,0,5,3,1,1,67600.0,1,2,6
24,Female,2.67,619,2.4,Medicine,4,2,4,8,2,55300.0,4,3,8
25,Male,3.98,758,3.8,Business,1,2,3,6,5,60400.0,2,3,3
19,Female,2.21,382,2.99,Law,1,0,3,9,4,50800.0,1,1,3
25,Female,2.11,599,3.52,Engineering,2,3,9,5,2,52200.0,2,3,4
26,Male,3.71,578,2.13,Business,1,4,4,8,0,61700.0,10,3,5
23,Female,3.85,138,2.83,Business,1,5,6,7,1,47600.0,6,2,3
22,Male,2.18,838,3.35,Medicine,0,3,3,10,5,51900.0,5,5,6
29,Male,2.23,200,2.27,Business,2,5,8,1,5,43900.0,1,3,5
26,Female,2.07,335,2.65,Engineering,1,2,4,7,1,31700.0,3,1,8
29,Female,2.21,605,2.13,Computer Science,1,2,8,4,0,48100.0,10,1,10
28,Male,2.42,447,3.3,Computer Science,4,4,2,6,2,32400.0,6,5,4
26,Female,3.94,348,3.94,Arts,1,3,9,9,1,63200.0,5,3,6
18,Female,3.34,278,3.65,Computer Science,0,3,2,9,1,57300.0,6,3,9
28,Female,3.56,994,3.95,Medicine,1,4,3,9,4,72300.0,8,3,6
20,Male,3.55,532,3.69,Arts,1,2,3,5,0,38200.0,6,5,10
26,Female,3.07,801,3.71,Computer Science,3,0,5,4,5,29400.0,5,1,5
28,Male,3.59,399,3.15,Computer Science,1,3,3,6,5,27100.0,4,3,8
19,Female,3.19,391,3.04,Arts,2,1,8,10,2,73600.0,5,3,4
29,Male,2.63,984,2.81,Medicine,3,3,10,5,2,44000.0,9,4,6
21,Male,3.12,602,3.64,Arts,2,3,7,10,1,27500.0,10,2,7
21,Female,3.07,562,2.36,Mathematics,2,3,1,5,3,57100.0,6,5,10
19,Male,3.65,10,2.11,Mathematics,0,2,6,8,4,45000.0,5,2,6
20,Male,3.96,591,3.9,Medicine,1,1,2,10,4,35800.0,8,5,8
20,Male,2.82,549,2.01,Medicine,2,3,8,5,4,72300.0,5,2,2
18,Female,3.53,59,3.95,Law,1,0,10,1,5,47900.0,5,4,5
23,Male,2.2,88,3.46,Engineering,1,5,8,5,1,58500.0,8,2,3
25,Female,3.55,459,2.66,Computer Science,0,5,7,5,0,56500.0,9,3,4
29,Male,2.74,104,3.4,Law,0,1,8,5,0,90700.0,8,2,10
20,Male,2.08,831,3.64,Computer Science,2,4,1,3,4,47000.0,9,2,8
22,Male,2.73,789,2.49,Law,2,0,8,9,5,35000.0,9,1,2
18,Female,3.22,104,3.54,Business,3,4,1,5,3,39800.0,8,5,9
27,Male,2.24,254,3.61,Mathematics,1,3,3,2,5,64800.0,7,2,7
24,Male,3.85,742,2.5,Arts,1,2,4,5,3,53800.0,7,3,1
27,Other,2.16,335,2.08,Law,0,3,3,9,2,42900.0,1,3,3
18,Female,3.86,463,2.41,Mathematics,0,3,2,8,3,55100.0,7,5,8
29,Male,3.41,549,2.4,Engineering,2,4,3,6,4,69900.0,10,4,2
28,Male,2.66,301,2.13,Computer Science,3,3,9,9,2,74900.0,6,5,10
26,Female,2.78,654,3.45,Business,3,0,2,7,4,55500.0,1,3,7
25,Male,3.48,555,2.76,Engineering,0,2,5,2,5,67000.0,10,4,1
24,Male,3.2,628,3.77,Medicine,0,4,3,1,5,28700.0,10,4,3
27,Female,3.34,341,2.5,Computer Science,3,1,9,3,0,59300.0,8,1,10
24,Female,2.78,492,2.91,Mathematics,3,5,7,4,4,47300.0,9,2,2
22,Female,2.98,84,3.28,Law,2,3,10,9,2,32800.0,2,1,2
22,Male,3.98,929,3.75,Arts,3,5,3,5,4,36000.0,4,2,10
28,Male,2.43,259,3.05,Engineering,1,4,2,2,1,37800.0,7,1,2
22,Female,2.84,360,2.75,Mathematics,3,5,2,10,5,54400.0,1,4,4
18,Male,2.58,87,3.73,Business,4,3,5,5,2,33400.0,8,2,6
25,Female,3.53,428,2.62,Arts,3,3,9,2,3,60600.0,9,3,1
29,Female,3.53,367,2.16,Medicine,0,4,2,9,0,64500.0,8,4,10
28,Male,2.58,343,2.89,Arts,0,0,2,6,3,48200.0,2,5,7
18,Female,2.16,347,3.57,Mathematics,4,1,8,5,4,46900.0,8,4,7
21,Female,2.02,803,2.06,Mathematics,1,3,3,2,3,52300.0,8,3,1
26,Female,2.85,921,3.17,Business,3,0,3,7,2,42600.0,2,1,10
26,Male,2.82,96,3.19,Medicine,3,3,6,7,1,71900.0,9,2,9
22,Male,3.98,255,3.86,Business,4,3,6,2,3,25000.0,1,1,8
21,Female,2.94,854,2.57,Mathematics,2,0,6,10,4,44200.0,7,1,2
20,Male,2.51,136,2.56,Computer Science,2,3,5,6,3,26500.0,2,2,7
20,Other,3.78,248,2.88,Business,1,1,4,10,3,58600.0,8,1,2
29,Male,2.98,499,2.71,Arts,3,5,9,10,2,53200.0,8,3,4
22,Female,3.2,884,3.47,Mathematics,3,4,4,3,4,61300.0,4,5,5
27,Male,2.19,958,3.28,Computer Science,3,5,1,8,4,52400.0,8,2,10
18,Female,2.77,486,3.52,Computer Science,0,0,8,5,1,55900.0,5,1,3
22,Male,3.89,402,3.64,Engineering,2,5,8,8,2,36900.0,9,2,7
23,Male,3.18,604,3.85,Arts,4,2,3,7,5,52200.0,1,1,7
24,Male,2.69,412,2.86,Arts,0,3,9,8,2,38300.0,5,3,6
29,Female,3.25,971,3.97,Medicine,0,4,7,1,0,59200.0,9,4,7
26,Male,3.82,908,2.43,Business,2,1,7,6,1,35800.0,6,5,3
20,Female,2.55,448,3.43,Law,3,1,5,3,1,42300.0,4,5,7
19,Female,3.01,247,3.07,Business,1,2,3,5,4,48700.0,1,2,7
20,Male,3.92,770,3.63,Arts,4,5,10,2,4,73000.0,10,5,9
29,Female,2.34,699,2.95,Business,2,1,5,4,1,50500.0,6,1,2
26,Male,3.44,421,3.57,Arts,1,5,3,6,2,80300.0,7,3,3
29,Other,3.23,124,3.86,Mathematics,2,4,3,1,0,70700.0,7,3,4
24,Female,3.36,260,3.46,Computer Science,2,2,1,2,4,45400.0,9,2,8
26,Male,2.7,169,3.55,Business,2,5,4,2,0,56100.0,4,1,1
19,Male,2.63,941,2.13,Mathematics,2,0,9,9,1,58300.0,4,5,2
22,Male,3.37,877,2.41,Business,3,5,6,5,2,25000.0,5,1,2
21,Other,2.43,111,3.95,Arts,0,5,6,5,0,25000.0,9,5,2
19,Male,2.84,290,3.39,Mathematics,2,2,6,6,5,56700.0,2,1,2
26,Female,2.38,599,3.12,Arts,1,0,5,10,3,57700.0,4,5,7
26,Male,2.02,13,2.73,Medicine,1,1,2,3,1,52300.0,9,5,6
23,Female,3.94,263,2.09,Business,1,4,5,9,2,33300.0,6,3,7
28,Male,2.86,800,2.74,Engineering,0,5,10,3,1,86200.0,6,4,6
23,Female,3.94,23,3.0,Arts,0,3,3,4,1,58500.0,7,4,10
25,Female,2.28,945,2.42,Engineering,1,2,10,9,0,65300.0,5,2,1
23,Female,3.17,200,2.35,Computer Science,3,1,2,10,0,64000.0,4,4,6
18,Male,2.4,242,3.02,Computer Science,0,5,4,8,3,52200.0,3,2,4
21,Male,3.58,239,3.17,Engineering,0,4,10,6,4,51300.0,2,3,9
24,Male,3.57,303,2.48,Law,3,3,9,8,3,63600.0,7,2,6
19,Female,2.23,165,3.17,Computer Science,2,2,7,1,5,42200.0,5,4,9
26,Male,3.82,738,3.8,Engineering,0,4,10,4,2,64600.0,1,5,8
25,Female,2.39,176,2.95,Medicine,1,1,9,10,2,52600.0,4,2,5
25,Male,3.23,29,3.71,Medicine,1,5,3,4,1,58900.0,9,4,10
24,Female,3.97,677,3.85,Computer Science,3,5,2,2,0,52700.0,8,4,7
21,Female,3.76,535,2.18,Mathematics,1,5,9,2,1,36700.0,7,5,8
19,Female,3.91,294,2.19,Engineering,4,2,6,10,4,47500.0,5,1,5
20,Male,2.69,477,2.95,Engineering,1,5,10,9,1,68300.0,1,4,8
29,Male,2.21,383,3.18,Engineering,3,2,4,6,5,59700.0,5,3,10
23,Male,2.38,556,2.85,Law,3,5,4,7,2,66600.0,8,5,9
29,Male,3.0,773,2.65,Computer Science,3,0,10,4,5,64100.0,4,1,5
29,Female,3.59,692,3.28,Law,4,5,10,3,2,41500.0,5,5,8
22,Female,2.3,296,2.0,Engineering,0,0,6,3,5,26600.0,8,2,9
29,Female,3.32,651,3.94,Arts,2,2,7,5,3,62700.0,5,4,1
25,Male,2.65,334,2.46,Engineering,1,4,10,6,5,47500.0,4,4,7
23,Female,2.68,248,3.83,Arts,0,1,5,2,1,60400.0,4,5,7
23,Female,3.32,241,2.22,Medicine,3,3,8,7,0,71000.0,6,2,2
18,Female,2.93,106,2.48,Arts,0,0,10,7,4,44700.0,10,5,2
21,Male,3.62,898,2.47,Medicine,0,1,1,1,4,38600.0,1,3,8
